word;clarification;classification;endіngs;and;look;from;vars;but
Джо́ні;;;;;;Johny;;
Джо́нсан;;;;;;Johnson;;
Джордж;;;;;;George;;
Джо́рджыя;;;;;;Georgia;;
Джоўнс;;;;;;Jones;;
Джугашві́лі;;;;;;;;
Джузэ́пэ;;;;;;Guiseppe;;
Джу́ліян;;;;;;Julian;;
Джулье́та;;;;;;Giuglietta, Juliet;;
Джэ́йкаб;;;;;;Jacob;;
Джэймс;;;;;;James;;
Джэйн;;;;;;Jane;;
Джэк;;;;;;Jack;;
Джэ́ксан;;;;;;Jackson;;
Джэм;;;;;;Jam;;
Джэ́ніфэр;;;;;;Jennifer;;
Джэ́нкінс;;;;;;Jenkins;;
Джэ́ралд;;;;;;Gerald;;
Джэра́рд;;;;;;Gerard;;
Джэ́ры;;;;;;Jerry;;
Джэ́фры;;;;;;Jeffrey;;
Джэ́фэрсан;;;;;;Jefferson;;
Дзе́йка;;;-кі, <i>ДМ</i> <i>м.</i> -ку / <i>ж.</i> -цы;;;;;
Дзелянко́ўскі;;;;;;;;
Дземідо́віч;;;;;;;;
Дземянце́й;;;<i>М</i> -це́ю;;;;;
Дзеружы́нскі;;;;;;;;
Дзідро́;;;;;;Diderot;;
Дзіка́нька;;;;;;;;
Дзімі́траў;;;;;;;;
Дзі́мка;;;;;;;;
Дзі́на;;;;;;;;
Дзісна́;;;;;;;;
Дзітва́;;;;;;;;
Дзьвіна́;;;;;;;;
Дзьві́нск;;;;;;;;
Дзьмі́тры;;;;;;;;
Дзюбэле́;;;;;;du Bellay;;
Дзюймо́вачка;;;;;;;;
Дзюма́;;;;;;Dumas;;
Дзюрэнма́т;;;;;;Dürrenmatt;;
Дзю́рэр;;;;;;Dürer;;
Дзю́сбурґ;;;;;;Duisburg;;
Дзюсэльдо́рф;;;;;;Düsseldorf;;
Дзяды́;;;;;;;;
Дзям’я́н;;;;;;;;
Дзяні́с;;;;;;;;
Дзярга́й;;;;;;;;
Дзяржы́нск;;;;;;;;
Дзяржы́нскі;;;;;;;;
Дзярэ́чын;;;;;;;;
Дзя́тлава;;;;;;;;
Длу́ґаш;;;;;;Długosz;;
Дмахо́ўскі;;;;;;;;
Дмо́ўскі;;;;;;Dmowski;;
Днепрагэ́с;;;-су;;;;;
Дняпро́;;;-пра́, <i>М</i> -пры́;;;;;
До́бруш;;;;;;;;
Дойл;Ко́нан Дойл;;;;;Doyle;;
До́кшыцы;;;;;;;;
До́льны;;;;;;;;
Дон;;;;;;;;
До́нальд;;;;;;Donald;;
До́нэґал;;;;;;Donegal;;
До́ркфулфт;;;;;;Dorkfulft;;
До́ртмунд;;;;;;Dortmund;;
До́ўбар-Мусьні́цкі;;;;;;Dowbór-Muśnicki;;
Доўск;;;;;;;;
Дра́віч;;;;;;Drawicz;;
Драгаве́ц;;;;;;;;
Драгама́наў;;;;;;;;
Драгі́чын;;;;;;;;
Драгі́чыншчына;;;;;;;;
Драгі́чын-Падля́скі;;;;;;;;
Дразда́ўскас;;;;;;Drazdauskas;;
Драздо́віч;;;;;;;;
Драздо́ўскі-Шпако́ўскі;;;;;;;;
Дра́йзэр;;;;;;Draiser;;
Драку́ла;;;;;;Dracula;;
Дранчу́к;;;;;;;;
Дранько́-Майсю́к;;;;;;;;
Дру́йка;;;;;;;;
Друске́нікі;;;;;;;;
Друцк;;;;;;;;
Друць;;;;;;;;
Дру́я;;;;;;;;
Дрыне́ўскі;;;;;;;;
Дры́са;;;;;;;;
Дры́сеншчына;;;;;;;;
Дрысьвя́ты;;;;;;;;
Дрэ́здэн;;;;;;Dresden;;
Дрэ́ма;;;;;;Drėma;;
Дубе́йкаўскі;;;;;;;;
Дубі́нскі;;;;;;;;
Дубі́цкі;;;;;;;;
Дубко́;;;;;;;;
Ду́блін;;;;;;Dublin;;
Дубо́ўка;;;<i>М</i> аб Дубо́ўку;;;;;
Дубро́ўскі;;;;;;;;
Дубя́га;;;;;;;;
Дубяне́цкі;;;;;;;;
Ду́вар;;;;;;Dover;;
Ду́гін;;;;;;;;
Ду́ґлас;;;;;;Douglas;;
Дуда́еў;;;;;;;;
Дуда́ліч;;;;;;;;
Дуда́р;;;;;;;;
Ду́дараў;;;;;;;;
Дудзі́наў;;;;;;;;
Дудзі́цкі;;;;;;;;
Дудке́віч;;;;;;;;
Дуж-Душэ́ўскі;;;;;;;;
Ду́йзбурґ;;;;;;Duisburg;;
Дуко́ра;;;;;;;;
Дульсынэ́я;;;;;;Dulcinea;;
Ду́мін;;;;;;;;
Дуна́й;;;;;;;;
Дуні́лавічы;;;;;;;;
Ду́нін-Марцінке́віч;;;;;;;;
Дурэ́йка;;;;;;;;
Ду́сбурґ;;;;;;Dusburg;;
Дуўр;;;;;Ду́вар;;;
Ду́чыц;;;;;;;;
Ду́чэ;;;;;;Duce;;
Душанбэ́;;;;;;;;
Дыбо́ўскі;;;;;;;;
Ды́кенс;;;;;;Dickens;;
Ды́ксан;;;;;;;;
Ды́ла;;;<i>М</i> аб Ды́лу;;;;;
Ды́лан;;;;;;Dylan;;
Дынабу́рґ;;;;;;;;
Ды́нґлі;;;;;;Dingley;;
Дынько́;;;;;;;;
Дыснэйлэ́нд;;;;;;Disneyland;;
Дышле́віч;;;;;;;;
Дыяґе́н;;;;;;Diogenēs;;
Дыяні́с;;;;;;Dionysus;;
Дэбюсі́;;;;;;Debussy;;
Дэґа́;;;;;;Degas;;
Дэ́йвід;;;;;;David;;
Дэ́йвідсан;;;;;;Davidson;;
Дэ́йвіс;;;;;;Davies;;
Дэкамэро́н;;;;;;;;
Дэка́рт;;;;;;Descartes;;
Дэ́лавэр;;;;;;Delaware;;
Дэлякруа́;;;;;;Delacroix;;
Дэмастэ́н;;;;;;Dēmosthenēs;;
Дэ́нвэр;;;;;;Denver;;
Дэнё́ў;;;;;;Deneuve;;
Дэ́ніэл;;;;;;Daniel;;
Дэрпт;;;;;;Derpt;;
Дэрыда́;;;;;;;;
Дэ́рэк;;;;;;;;
Дэ́ўлін;;;;;;Devlin;;
Дэфо́;;;;;;Defoe;;
Д’Ану́нцыё;;;;;;D’Anaunzio;;
д’Арк;Жа́на д’Арк;;;;;d’Arc;;
д’Артанья́н;;;;;;d’Artagnan;;
Е́ва;;;Е́вы, <i>М</i> Е́ве, <i>чый:</i> Е́він;;;;;
Е́жы;;;;;;Jerzy;;
Езаві́таў;;;;;;;;
Е́зус;;;;;;;;
Езэкіі́ль;;<i>прав.</i>;;Эзэкіэ́ль;;;;
Ейтс;;;;;;Yeats;;
Екіма́нь;;;;;;;;
Елінэ́к;;;;;;Jelinek;;
Елісе́еў;;;;;;;;
Е́льня;;;;;;;;
Ельск;;;;;;;;
Е́льскі;;;;;;;;
Е́льцын;;;<i>Т</i> -нам;;;;;
Емялья́н;;;;;;;;
Емялья́нчык;;;;;;;;
Енісе́йск;;;;;;;;
Ерані́м;;;;;;;;
Ерафее́ў;;;;;;;;
Ерафе́й;;;;;;;;
Ермала́еў;;;;;;;;
Ермалко́віч;;;;;;;;
Ермало́віч;;;;;;;;
Ермачэ́нка;;;;;;;;
Ерусалі́м;;;;;;;;
Е́рын;;;;;;;;
Ерэва́н;;;;;;;;
Ерэмі́я;;;;;;;;
Е́твязь;;;;;;;;
Еўдакі́м;;;;;;;;
Еўдакі́маў;;;;;;;;
Еўдакі́я;;;;;;;;
Е́ўе;;;;;;;;
Еўлашо́ўскі;;;;;;;;
Ефіме́нка;;;;;;;;
Ё́віца;;;;;;Jovica;;
Ё́ган;;;;;;Johann;;
Ёга́нэс;;;;;;Johannes;;
Ё́зэф;;;;;;Josef;;
Ёкага́ма;;;;;;Yokohama;;
Ём-Кіпу́р;;;;;;;;
Ё́нас;;;;;;Jonas;;
Ёнэ́ско;;;;;;Ionesco;;
Ё́рк;;;;;;York;;
Ё́сель;;;;;;;;
Ё́сіп;;;;;;;;
Жаашэ́н;;;-на, <i>М</i> -ну, <i>чый:</i> Жаашэ́наў;;;Joachim;;
Жа́бінка;;;-нкі, <i>М</i> -нцы;;;;;
Жабро́ўскі;;;-скага, <i>М</i> -скім;;;;;
Жазэ́ф;;;<i>чый:</i> Жазэ́фаў;;;Joseph;;
Жаке́віч;;;-ча, <i>М</i> -чу, <i>чый:</i> Жаке́вічаў;;;;;
Жаліґо́ўскі;;;;;;Żeligowski;;
Жалудо́к;;;;;;;;
Жа́льґірыс;;;;;;Žalgiris;;
Жама́йце;;;;;;Žemaitė;;
Жамо́йцін;;;;;;;;
Жамо́йць;;;;;;;;
Жан-Мары́;;;;;;Jean-Marie;;
Жан-Франсуа́;;;;;;Jean-François;;
Жарко́;;;;;;;;
Жарко́ўскі;;;;;;;;
Жарнасе́к;;;;;;;;
Жарсьцьвя́нка;;;;;;;;
Жарэ́с;;;;;;Jaurès;;
Жда́наў;;;;;;;;
Ждано́віч;;;;;;;;
Жло́бін;;;;;;;;
Жмудзь;;;-дзі;;;;;
Жмуйдзіна́вічус;;;;;;Žmuidinavičius;;
Жо́дзіна;;;;;;;;
Жо́дзішкі;;;;;;;;
Жорж;;;;;;Georges;;
Жуко́ўскі;;;;;;;;
Жук-Грышке́віч;;;;;;;;
Жуль;;;;;;Jules;;
Жыва́га;;;;;;;;
Жыґімо́нт;;;;;;;;
Жыдлі́цкі;;;;;;;;
Жыдо́вічы;;;;;;;;
Жы́жка;;;;;;Žižka;;
Жызьне́ўскі;;;;;;;;
Жыле́нене;;;;;;Žilėnienė;;
Жылібэ́р;;;;;;Gilibert;;
Жы́лін;;;;;;;;
Жы́лка;;;;;;;;
Жылуно́віч;;;;;;;;
Жыро́вічы;;;;;;;;
Жырыно́ўскі;;;;;;;;
Жыска́р;;;;;;Giscard;;
Жы́ткавічы;;;-чаў;;;;;
Жы́тнік;;;;;;;;
жыто́мірскі;;;;;;;;
Жыто́міршчына;;;;;;;;
Жэнэ́ва;<i>м.</i> у Швэйцарыі;;;;;Genève;;
Забэ́йда-Сумі́цкі;;;;;;;;
Зава́льная;вуліца;;;;;;;
Завальню́к;;;;;;;;
Зава́льня;;;;;;;;
Завісто́віч;;;;;;;;
Заві́ша;;;;;;;;
Загару́льскі;;;;;;;;
За́ґраб;;;;;;Zagreb;;
Задзьві́ньне;;;;;;;;
Задуна́ўе;;;;;;;;
Заі́р;;;;;;Zaïre;;
Зайко́ўскі;;;;;;;;
Закапа́нэ;;;;;;Zakopane;;
Закарпа́цьце;;;;;;;;
Закаўка́зьзе;;;;;;;;
Закрэ́т;;;-ту;;;;;
Залама́й;;;;;;;;
Зале́сьсе;;;;;;;;
За́льцбурґ;;;-ґу;;;Salzburg;;
Замо́цін;;;;;;;;
За́мэнгоф;;;-фа;;;Zamenhof;;
Зан;Тама́ш Зан;;;;;;;
Занзыба́р;;;;;;Zanzibar;;
Зану́сі;;;;;;Zanussi;;
Запаля́р’е;;;;;;;;
Запаро́жжа;;;;;;;;
Запру́дзкі;;;;;;;;
Запру́днік;;;;;;;;
За́пусты;;;;;;;;
Зарату́стра;;;;;;Zarathustra;;
Зарэ́мба;;;;;;;;
Зарэ́цкі;;;;;;;;
Зарэ́чча;;;<i>М</i> -ччы;;;;;
Засла́ўе;;;;;;;;
Заха́ранка;;;;;;;;
Заха́раў;;;;;;;;
Захарэ́віч;;;;;;;;
Збаро́ўскі;;;;;;;;
Збру́еў;;;;;;;;
Зво́нак;;;;;;;;
Зданко́віч;;;;;;;;
Земаві́т;;;;;;Ziemowit;;
Зі́ґмас;;;;;;Zigmas;;
Зіедо́ніс;;;;;;Ziedonis;;
Зінаі́да;;;;;;;;
Зінкя́вічус;;;;;;Zinkevičius;;
Зо́ра;;;;;;;;
Зо́ська;;;Зо́сьчын;;;;;
Зо́ся;;;Зо́сін;;;;;
Зо́ф’я;;;;;;;;
Зо́шчанка;;;;;;;;
Зо́я;;;;;;;;
Зуё́нак;;;;;;;;
Зы́ґмунд;;;;;;Siegmund;;
Зы́ґмунт;;;;;;Zygmunt;;
Зы́ґфрыд;;;;;;Siegfried;;
Зымба́бвэ;;;;;;Zimbabwe;;
Зьбі́ґнеў;;;;;;Zbigniew;;
Зьвяры́нец;;;;;;;;
Зьдзе́шчыц;;;;;;;;
Зьдзі́слаў;;;;;;Zdzisław;;
Зьмітро́к;;;Зьмітрака́;;;;;
Зьмі́цер;;;Зьмі́тра;;;;;
Зэ́льва;;;;;;;;
Зэля́ндыя;;;;;;;;
Зэўс;;;;;;;;
Зюга́наў;;;;;;Зюганов;;
Зю́скінд;;;;;;Süßkind;;
Зяно́н;;;;;;;;
І́бсэн;;;;;;Ibsen;;
Ібэ́рыя;;;;;;;;
І́ва;;;;;;Ivo;;
Іва́н;;;;;;;;
Іванаўска́йтэ;;;;;;Ivanauskaitė;;
Івана́ўскас;;;;;;Ivanauskas;;
Івано́ў;;;;;;;;
Івано́ўскі;;;;;;;;
Іва́нушка-дурачо́к;;;Іва́нушкі-дурачка́;;;;;
Іва́нька;;;;;;;;
Івацэ́вічы;;;;;;;;
Іва́шка;;;;;;;;
Івашке́віч;;;;;;;;
І́верс;;;;;;;;
Іво́на;;;;;;;;
Івя́нка;;;;;;;;
І́гар;;;;;;;;
Ігналі́на;;;;;;;;
Ігна́т;;;;;;;;
Ігнато́ўскі;;;;;;;;
Ігнаце́нка;;;;;;;;
Іегу́да;;;;;Егуда́;;;
Іерамі́я;;;;;Ерамі́я;;;
Іё́на;;;;;Ё́на;;;
Іжо́та;;;;;;;;
Ізабэ́ла;;;;;;;;
Ізра́іль;;;;;;;;
Ізра́йлеў;;;;;;;;
Ізыдо́р;;;;;;;;
Ізясла́ў;;;;;;;;
Іларыё́н;;;;;;;;
Іліно́й;;;;;;Illinois;;
Ілія́да;;;;;;;;
Ільлі́нскі;;;;;;;;
Ільлі́ч;;;;;;;;
Ільля́;;;;;;;;
Ільляшэ́віч;;;;;;;;
І́мант;;;;;;Imants;;
Імануі́л;;;;;;;;
Інаке́нці;;;;;;;;
Інгушэ́тыя;;;;;;;;
Інґебо́рґа;;;;;;Ingeborga;;
І́нґмар;;;;;;Ingmar;;
Індакіта́й;;;;;;;;
Інданэ́зія;;;;;;;;
І́ндыя;;;;;;;;
І́нсбрук;;;;;;Innsbruck;;
Інтэраўтатра́нс;;;;;;;;
Інфа́рктэн-штра́сэ;;;;;;;;
Інфля́нты;;;;;;;;
Іо́сіф;;;;;;;;
Іпа́цеўскі;;;;;;;;
Іпа́ці;;;;;;;;
І́рад;;;;;;;;
Ірадыя́да;;;;;;;;
Іра́к;;;;;;;;
Іра́н;;;;;;;;
І́рвінґ;;;;;;Irving;;
Ірку́цк;;;;;;;;
Ірля́ндшчына;;;;;;;;
Ірля́ндыя;;;;;;;;
Іры́на;;;;;;;;
Ірэ́на;;;;;;;;
Іса́;;;;;;;;
Іса́к;;;;;;;;
Іса́я;;;;;;;;
Іскандэ́р;;;;;;;;
І́слач;;;;;;;;
Ісмаі́л;;;;;;;;
Іспа́нія;;;;;Гішпа́нія;;;
І́ствуд;;;;;;Eastwood;;
Ісу́с;;;;;;;;
Ісы́к-Куль;;;;;;;;
Ісьля́ндыя;;;;;;;;
Іта́ка;;;;;;Ithaca;;
Іта́лія;;;;;;;;
І́ўе;;;;;;;;
І́ўлін;;;;;;;;
І́цка;;;;;;;;
Іцха́к;;;;;;;;
Ічке́рыя;;;;;;;;
Кабарда́;;;;;;;;
Кабарды́на-Балка́рыя;;;;;;;;
Кабзо́н;;;;;;;;
Кабы́льнік;;;;;;;;
Кавале́нка;;;;;;;;
Кавале́ўскі;;;;;;;;
Кавалё́ў;;;;;;;;
Кавальчу́к;;;;;;;;
Кава́фіс;;;;;;Kavafis;;
Кагано́віч;;;;;;;;
Кажа́н-Гарадо́к;;;;;;;;
Казано́ва;;;;;;;;
Каза́нь;;;;;;;;
Казахста́н;;;;;;;;
Ка́зік;;;;;;;;
Казіме́р;;;;;;;;
Казло́ўскі;;;;;;;;
Казусё́нак;;;;;;;;
Казы́ра;;;;;;;;
Казьбяру́к;;;;;;;;
Казько́;;;;;;;;
Казю́к;;;;;;;;
Ка́ін;;;;;;;;
Каі́р;;;;;;Al-Qāhira;;
Кайры́с;;;;;;Kairys;;
Калайдо́віч;;;;;;;;
Каламы́я;;;;;;;;
Кала́шнікаў;;;<i>Т</i> -кавам;;;;;
Кале́сьнік;;;;;;;;
Калі́ґула;;;;;;Caligula;;
Калізэ́й;;;;;;Colosseum;;
Калі́нін;;;<i>Т</i> -нінам;;;;;
Калінінгра́д;;;;;Карале́вец;;;
Каліно́ўскі;;;;;;;;
Каліфо́рнія;;;;;;California;;
Калмы́кія;;;;;;;;
Ка́лнін;;;;;;;;
Кало́дзішчы;;;;;;;;
Кало́жа;;;;;;;;
Калубо́віч;;;;;;;;
Калу́га;;;;;;;;
Калхі́да;;;;;;;;
Калыма́;;;;;;;;
Кальва́рыя;;;;;;;;
Ка́львін;;;;;;Calvin;;
Ка́льман;;;;;;Kálmán;;
Калю́мб;;;;;;Columbus;;
Калю́мбія;;;;;;Colombia;;
Калю́та;;;;;;;;
Калядзі́нскі;;;;;;;;
Каля́ды;;;;;;;;
Ка́ма;;;;;;;;
Камаґе́на;;;;;;Commagene;;
Кама́й;;;;;;;;
Камаро́ўка;;;;;;;;
Камаро́ўскі;;;;;;;;
Ка́масу́тра;;;;;;Kāmasūtra;;
Камбо́джа;;;;;;;;
Каме́йша;;;;;;;;
Камі́ла;;;;;;;;
Камі́нскі;;;;;;;;
Камінтэ́рн;;;-ну;;;;;
Камо́цкі;;;;;;;;
Камуна́рка;;;;;;;;
Камча́тка;;;;;;;;
Камэру́н;;;;;;;;
Камю́;;;;;;Camus;;
Камяне́ц;;;;;;;;
Канава́лаў;;;;;;;;
Кана́да;;;;;;;;
Канапа́цкі;;;;;;;;
Кана́рскі;;;;;;;;
Канве́лішкі;;;;;;;;
Канві́цкі;;;;;;;;
Кандапо́га;;;;;;Kontupohja;;
Кандзі́нскі;;;;;;;;
Кандра́т;;;;;;;;
Кандра́цьеў;;;;;;;;
Кандыбо́віч;;;;;;;;
Кані́скі;;;;;;;;
Канкі́ста;;;;;;;;
Кано́віч;;;;;;;;
Канстантыно́паль;;;;;;;;
Канстанці́н;;;;Канстанты́н;;;;
Канста́нцыя;;;;;;;;
Канта́біле;;;;;;;;
Кантаро́віч;;;;;;;;
Канфу́цый;;;;;;Confucius, Kǒng Fūzǐ;;
Канчэ́ўскі;;;;;;;;
Ка́ны;;;;;;Cannes;;
Канэ́тыкат;;;;;;Connecticut;;
Капіе́віч;;;;;;;;
Капсу́кас;;;;;;Kapsukas;;
Капцэ́віч;;;;;;;;
Капы́ль;;;;;;;;
Капы́льшчына;;;;;;;;
Капэнга́ґен;;;;;;København;;
Капэ́рнік;;;;;;;;
Караба́х;;;;;;;;
Караба́ч;;;;;;;;
Караі́бы;;;;;;;;
Карале́вец;;;;;;;;
Карале́ўшчына;;;;;;;;
Каралі́на;;;;;;;;
Карама́заў;;;;;;;;
Карамзі́н;;;;;;;;
Кара́н;;;-ну;;;;;
Карастая́нава;;;;;;;;
Каратке́віч;;;;;;;;
Караты́нскі;;;;;;;;
Карая́н;;;;;;Karajan;;
Карго́та;;;;;;;;
Кардэ́н;;;;;;Cardin;;
Карл;;;;;;Karl;;
Ка́рлас;;;;;;Carlos;;
Карло́віч;;;;;;;;
Ка́рлсан;;;;;;Karlsson;;
Карлсба́д;;;;;;Karlabad;;
Карма́;;;;;;;;
Кармэ́ль;;;;;;Carmel;;
Кармэ́н;;;;;;Carmen;;
Карназы́цкі;;;;;;;;
Карніло́віч;;;;;;;;
Карпа́ты;;;;;;;;
Ка́рпаў;;;;;;;;
Карпе́нка;;;;;;;;
Карпо́віч;;;;;;;;
Ка́рпэнтэр;;;;;;Carpenter;;
Карпю́к;;;;;;;;
Карса́він;;;;;;;;
Ка́рскі;;;;;;;;
Карта́сар;;;;;;Cortázar;;
Карташо́ў;;;;;;;;
Карту́з-Бяро́за;;;;;;;;
Картэ́с;;;;;;;;
Кару́за;;;;;;Caruso;;
Карчэ́ўскі;;;;;;;;
Кары́зна;;;;;;;;
Карэ́лічы;;;;;;;;
Карэ́лія;;;;;;;;
Карэ́я;;;;;;;;
Касако́ўскі;;;;;;;;
Касмо́віч;;;;;;;;
Ка́спар;;;;;;Caspar, Kaspar;;
Кастама́раў;;;;;;;;
Кастанэ́да;;;;;;Castaneda;;
Кастраві́цкі;;;;;;;;
Касту́сь;;;;;;;;
Касты́лія;;;;;;Castilla;;
Касько́;;;;;;;;
Ка́сьпій;;;;;;;;
Касьпяро́віч;;;;;;;;
Касьцё́л;;;-лу;;;;;
Касьцю́к;;;;;;;;
Касьцюке́віч;;;;;;;;
Касьцю́шка;;;;;;;;
Ка́ся;;;;;;;;
Катаві́цы;;;;;;Katowice;;
Каталё́нія;;;;;;;;
Катары́на;;;;;;;;
Катло́ўка;;;;;;;;
Кату́л;;;;;;Catullus;;
Каты́нь;;;;;;;;
Каўка́з;;;;;;;;
Ка́ўнас;;;;;Ко́ўна;;;
Каўру́с;;;;;;;;
Ка́ўфман;;;;;;Kaufmann;;
Каўша́нка;;;;;;;;
Ка́фка;;;;;;Kafka;;
Кахано́ўскі;;;;;;;;
Каха́нэ;;;;;;Kahane;;
Кахо́ўскі;;;;;;;;
Кац;;;;;;;;
Кацігаро́шак;;;;;;;;
Каці́люс;;;;;;Katilius;;
Ка́цька;;;;;;;;
Кацюбі́нскі;;;;;;;;
Кацюшэ́нка;;;;;;;;
Ка́ця;;;;;;;;
Кацяры́на;;;;;;;;
Качатко́ва;;;;;;;;
Кашкурэ́віч;;;;;;;;
Кашпіро́ўскі;;;;;;;;
Каэта́н;;;;;;;;
Каяло́віч;;;;;;;;
Квазімо́да;;;;;;Quasimodo;;
Квасьне́ўскі;;;;;;;;
Квэбэ́к;;;;;;Québec;;
Квятко́ўскі;;;;;;;;
Ке́біч;;;;;;;;
Кежґа́йла;;;;;;;;
Ке́мбрыдж;;;;;;Cambridge;;
Ке́на;;;;;;;;
Ке́нія;;;;;;;;
Ке́нэдзі;;;;;;Kennedy;;
Ке́ранскі;;;;;;;;
Ке́стнэр;;;;;;Kestner;;
Кёльн;;;;;;Köln;;
Кёніґга́ймэр;;;;;;Königheimer;;
Кё́ніґсбэрґ;;;;;;Königsberg;;
Кёно́;Раймо́н Кёно́;;;;;Queneau;;
Кі́еў;;;;;;;;
Кі́еўшчына;;;;;;;;
Кізьля́р;;;;;;;;
Кі́лмэйнгэм;;;;;;Kilmainham;;
Кінґ;;;;;;King;;
Кі́пель;;;;;;;;
Кі́плінґ;;;;;;Kipling;;
Кіпр;;;;;;;;
Кі́прас;;;;;;Kipras;;
Кіпрэ́нскі;;;;;;;;
Кірґі́зія;;;;;;;;
Кірко́р;;;;;;;;
Кіркпа́трык;;;;;;Kirkpatrick;;
Кірхго́льм;;;;;;Kirchholm;;
Кірхенштэ́йн;;;;;;Kirchenstein;;
Кіры́л;;;;;;;;
Кіры́ла;;;;;;;;
Кі́сынджэр;;;;;;Kissinger;;
Кіта́б;;;;;;;;
Кіта́еў;;;;;;;;
Кіта́й;;;;;;;;
Кітс;;;;;;Keats;;
Кішынё́ў;;;;;;;;
Кла́ва;;;;;;;;
Кла́йпеда;;;;;;Klaipėda;;
Кланда́йк;;;;;;;;
Кларк;;;;;;Clark;;
Кла́ўдзі;;;;;;;;
Клаўс;;;;;;Claus;;
Клеапа́тра;;;;;;Cleopatra;;
Клеафа́с;;;;;;Kleofas;;
Клейн;;;;;;;;
Кле́йнэр;;;;;;;;
Кле́мэнс;;;;;;Clemens;;
Кле́цак;;;Кле́цку;;;;;
Клёд;;;;;;Claude;;
Клёдэ́ль;;;;;;Claudel;;
Кліме́нт;;;;;;;;
Клімко́віч;;;;;;;;
Клімо́віч;;;;;;;;
Клімчу́к;;;;;;;;
Клі́нтан;;;;;;Clinton;;
Клі́о;;;;;;Clio;;
Клі́ўленд;;;;;;Cleveland;;
Клі́фард;;;;;;Clifford;;
Клі́чаў;;;;;;;;
Клішэ́віч;;;;;;;;
Ключэ́ўскі;;;;;;;;
Кмі́та-Чарнабы́льскі;;;;;;;;
Кня́жыцы;;;;;;;;
Ко́брынь;;;;;;;;
Ко́веншчына;;;;;;;;
Ко́йданава;;;;;;;;
Коль;;;;;;Kohl;;
Ко́нан;;;;;;;;
Ко́нґа;;;;;;;;
Ко́нрад;;;;;;Konrad;;
Ко́пысь;;;;;;;;
Ко́рнуэл;;;;;;Cornwall;;
Ко́рсак;;;;;;;;
Ко́рсыка;;;;;;Corsica;;
Ко́рчак;;;;;;Korczak;;
Ко́сава;;;;;;;;
Ко́саўшчына;;;;;;;;
Ко́стас;;;;;;Kostas;;
Ко́ўна;;;;;;;;
Коўш;;;;;;;;
Ко́хтла-Я́рве;;;;;;Kohtla-Järve;;
Кра́йсьлер;;;;;;;;
Кра́каў;;;;;;Kraków;;
Кра́мэр;;;;;;Kramer;;
Крамянчу́г;;;;;;;;
Краншта́т;;;;;;;;
Крапіўні́цкі;;;;;;;;
Крапо́ткін;;;;;;;;
Красла́ва;;;;;;Kraslava;;
Краснада́р;;;;;;;;
Краснапо́льле;;;;;;;;
Красто́ўскі;Усе́валад Красто́ўскі;;;;;;;
Кра́ўзэ;;;;;;;;
Краўцэ́віч;;;;;;;;
Кра́ўчанка;;;;;;;;
Краўчу́к;;;;;;;;
Крачэ́тнікаў;;;;;;;;
Крашэ́ўскі;;;;;;;;
Кро́мвэл;;;;;;Cromwell;;
Кру́за;Рабінзо́н Кру́за;;;;;Crusoe;;
Крутаго́р’е;;;;;;;;
Крывальцэ́віч;;;;;;;;
Кры́вія;;;;;;;;
Кры́вэ-Крывэ́йтэ;;;;;;;;
Крым;;;;;;;;
Кры́нкі;;;;;;;;
Крыстафо́р;;;;;;Christophore;;
Крысто́ф;;;;;;Christophe;;
Крысты́на;;;;;;Christine;;
Крыстыя́н;;;;;;Christian;;
Кры́сьці;Аґа́та Кры́сьці;;;;;Christie;;
Крыт;;;;;;;;
Кры́ўя;;;;;;;;
Кры́цкі;;;;;;;;
Кры́чаў;;;;;;;;
Кры́шна;;;;;;Kṛṣṇa;;
Крышнаму́рці;;;;;;Krishnamurti;;
Кры́штап;;;;;;;;
Крэ́ва;;;;;;;;
Крэ́мль;;;-мля́;;;;;
Крэ́тынґа;;;;;;Kretinga;;
крэ́ўскі;;;;;;Крэ́ва;;
Ксавэ́ры;;;;;;;;
Ксэнафа́н;;;;;;Xenophanēs;;
Ксэнафо́нт;;;;;;Xenophōn;;
Ку́ба;;;;;;;;
Куба́нь;;;;;;;;
