word;clarification;classification;endіngs;and;look;from;vars;but
Ку́бэ;;;;;;Kube;;
Кувэ́йт;;;;;;;;
Ку́даба;;;;;;Kudoba;;
Кудзі́рка;;;;;;Kudirka;;
Кудраве́ц;;;;;;;;
Кузьма́;;;;;;;;
Кузьняцо́ў;;;;;;;;
Кукаба́ка;;;;;;;;
Кукено́йс;;;;;;;;
Кулако́ўскі;;;;;;;;
Кулінко́віч;;;;;;;;
Ку́льбак;;;;;;;;
Куляшо́ў;;;;;;;;
Ку́ндэра;;;;;;Kundera;;
Кунцэ́віч;Язафа́т Кунцэ́віч;;;;;;;
Кунця́вічус;;;;;;Kuncevičius;;
Купа́ва;;;;;;;;
Купа́ла;;;;;;;;
Купа́льле;;;;;;;;
Купрэ́еў;;;;;;;;
Курамя́э;;;;;;Kuremäe;;
Курапа́ты;;;;;;;;
Курасо́ўшчына;;;;;;;;
Ку́рземе;;;;;;Kurzeme;;
Курля́ндыя;;;;;;;;
Кусто́дзіеў;;;;;;;;
Кусту́рыца;;;;;;Kusturica;;
Кутаі́сі;;;;;;;;
Куту́заў;;;;;;;;
Ку́хта;Марці́н Ку́хта;;;;;;;
Куце́йна;;;;;;;;
Ку́чма;;;;;;;;
Ку́шаль;;;;;;;;
Кушля́ны;;;;;;;;
Кэ́рал;;;;;;Carroll;;
Кэт;;;;;;Cat;;
К’е́ркеґор;;;;;;Kierkegaard;;
К’я́нці;;;;;;;;
Лаацзы́;;;;;;Lao Zi;;
Лава́рышкі;;;;;;;;
Лаго́йск;;;;;;;;
Лаго́йшчына;;;;;;;;
Ла́да-Забло́цкі;;;Ла́ды-Забло́цкага;;;;;
Ла́зар;;;;;;;;
Лазо́ўскі;;;;;;;;
Лалі́та;;;;;;;;
Ла́ндсберґіс;;;;;;Landsbergis;;
Лапі́нскене;;;;;;Lapinskienė;;
Лапі́нскі;;;;;;;;
Лапцё́нак;;;;;;;;
Лары́са;;;;;;;;
Ласо́сна;;;;;;;;
Ласто́ўскі;;;;;;;;
Лас-Вэ́ґас;;;;;;Las Vegas;;
Ла́твія;;;;;;;;
Латґа́лія;;;;;;;;
Лаўрэ́н;;;;;;;;
Ла́цыс;;;;;;;;
Леака́дзія;;;;;;;;
Леана́рд;;;;;;;;
Леана́рда;;;;;;;;
Леані́д;;;;;;;;
Леапо́льд;;;;;;;;
Ле́він;;;;;;;;
Ле́ві-Стро́с;;;;;;Levi-Strauss;;
Лежэ́;На́дзя Лежэ́;;;;;Léger;;
Ле́йбсан;;;;;;;;
Ле́йзэр;;;;;;;;
Ле́йтман;;;;;;;;
Ле́льчыцы;;;;;;;;
Ле́нін;;;-на, <i>Т</i> -нам, <i>М</i> -ну;;;;;
Ленінгра́д;;;;;;;;
Ле́нка;;;;;;;;
Ле́пель;;;;;;;;
Ле́пельшчына;;;;;;;;
Ле́рмантаў;;;;;;;;
Ле́сьмян;Балясла́ў Ле́сьмян;;;;;Leśmian;;
Летува́;;;;;;;;
Лех;;;;;;;;
Ле́цка;;;;;;;;
Лё́ва;;;;;;;;
Лё́дзя;;;;;;;;
Лё́зна;;;;;;;;
Лё́ля;;;;;;;;
Лё́ндан;;;;;;;;
Лё́нік;;;;;;;;
Лё́сік;;;;;;;;
Лё Карбюзье́;;;;;;Le Corbusier;;
Ліба́ва;;;;;;;;
Ліба́н;;;;;;;;
Лі́бія;;;;;;;;
Лі́бкнэхт;;;;;;Liebknecht;;
Лібэ́рыя;;;;;;;;
Ліво́нія;;;;;;;;
Лі́вэрпуль;;;;;;Liverpool;;
Лі́да;;;;;;;;
Лі́дчына;;;;;;;;
Ліепа́я;;;;;Ліба́ва;Liepaja;;
Ліё́н;;;;;;Lyon;;
Лі́за;;;;;;;;
Лізаве́та;;;;;;;;
Ліліента́ль;;;;;;Lilienthal;;
Лі́ма;;;;;;Lima;;
Лі́мбажы;;;;;;Limbaži;;
Лі́нда;;;;;;Linda;;
Лі́ндґрэн;;;;;;Lindgren;;
Лі́ндэнбэрґ;;;;;;Lindenberg;;
Лі́нкальн;;;;;;Lincoln;;
Лі́паўка;;;;;;;;
Літва́;;;;;;;;
Лі́тванька;;;;;;;;
Літуа́нія;;;;;;;;
Ліфля́ндыя;;;;;;;;
Лі́фшыц;;;;;;;;
Ліхачо́ў;;;;;;;;
Ліхтэнштэ́йн;;;;;;Liechtenstein;;
Лі́чфілд;;;;;;Lichfield;;
Ло́бан;;;;;;;;
Ло́бач;;;;;;;;
Лодзь;;;;;;Łódź;;
Ло́еў;;;;;;;;
Ло́зка;;;;;;;;
Ло́йка;;;;;;;;
Ло́мжа;;;;;;Łomża;;
Ло́рэнс;;;;;;Lawrence;;
Лос-А́нджэлас;;;;;;Los Angeles;;
Ло́тман;;;;;;;;
Ло́шыца;;;;;;;;
Лужа́нін;;;;;;;;
Лужкі́;;;;;;;;
Луі́за;;;;;;;;
Луізія́на;;;;;;Louisiana;;
Лу́іс;Лу́іс А́рмстранґ;;;;;Louis;;
Лу́кам’е;;;;;;;;
Лука́ш;;;;;;;;
Лукашу́к;;;;;;;;
Лукашэ́віч;;;;;;;;
Лукі́шкі;;;;;;;;
Лу́кша;;;;;;;;
Лукша́йце;;;;;;Lukšaitė;;
Лук’я́наў;;;;;;;;
Лунача́рскі;;;;;;;;
Лу́нінец;;;;;;;;
Лу́цак;;;;;;;;
Луцке́віч;;;;;;;;
Луцэ́віч;;;;;;;;
Лучано́к;;;;;;;;
Лы́нтупы;;;;;;;;
Лынько́ў;;;;;;;;
Лысаго́рскі;;;;;;;;
Лышчы́нскі;;;;;;;;
Львоў;;;;;;;;
Льво́ўшчына;;;;;;;;
Лю́ба;;;;;;;;
Лю́барт;;;;;;;;
Лю́блін;;;;;;Lublin;;
Любля́на;;;;;;Ljubljana;;
Лю́бча;;;;;;;;
Лювэ́н;;;;;;Louvain;;
Лю́да;;;;;;;;
Лю́дас;;;;;;Liudas;;
Лю́двіґ;;;;;;Ludwig;;
Лю́двік;;;;;;Ludwik;;
Людвіса́рская;вуліца;;;;;;;
Лю́дка;;;;;;;;
Людмі́ла;;;;;;;;
Людо́вік;;;;;;;;
Лю́дэндо́рф;;;;;;Ludendorf;;
Люі́;;;;;;Louis;;
Люі́джы;;;;;;Luigi;;
Люксэмбу́рґ;;;;;;;;
Люму́мба;;;;;;Lumumba;;
Лю́тэр;;;;;;Luther;;
Лютэра́нін;;;-на;;;;;
Люцыя́н;;;;;;;;
Лючы́я;;;;;;Lucia;;
Ляакао́н;;;;;;Laokoōn;;
Ляві́цкі;;;;;;;;
Ляво́н;;;;;;;;
Ляво́ніха;;;;;;;;
Ляво́нцьеў;;;;;;;;
Ляё́ла;Ігна́т Ляё́ла;;;;;Loyola;;
Ля́йбніц;;;;;;Leibniz;;
Ля́йпцыґ;;;;;;Leipzig;;
Ляле́вель;;;;;;Lelewel;;
Лянґба́рд;;;;;;;;
Ляндваро́ва;;;;;;;;
Ляпля́ндыя;;;;;;;;
Лярэ́н;Сафі́ Лярэ́н;;;;;Loren;;
Ляўко́ў;;;;;;;;
Ляфантэ́н;;;;;;Lafontaine;;
ля́хавіцкі;;;;;;Ля́хавічы;;
Ля́хавічы;;;;;;;;
Ля́хаўка;;;;;;;;
ля́хаўскі;;;;;;Ля́хаўка;;
Ляшко́віч;;;;;;;;
Маабі́т;;;;;;Moabit;;
Ма́астрыхт;;;-ту;;;Maastricht;;
Магада́н;;;;;;;;
Магілё́ў;;;;;;;;
Магілё́ўшчына;;;;;;;;
Магі́льна;;;;;;;;
Маґдале́на;;;;;;;;
Маґні́тка;;;;;;;;
Маґры́т;Рэнэ́ Магры́т;;;;;Magritte;;
Мадаґаска́р;;;;;;;;
Мадзале́ўскі;;;;;;;;
Мадле́н(а);;;;;;Madelaine;;
Мадры́д;;;;;;Madrid;;
Мадылья́ні;;;;;;Modigliani;;
Мажа́йск;;;;;;;;
Ма́жвідас;;;;;;Mažvydas;;
Мажэ́йка;;;;;;;;
Мазаве́цкі;;;;;;Mazowiecki;;
Маза́й;;;;;;;;
Мазамбі́к;;;;;;;;
Маздо́к;;;;;;;;
Мазы́р;;;;;;;;
Мазы́ршчына;;;;;;;;
Мазэ́па;;;;;;;;
Майк;;;;;;Mike;;
Майкл;;;;;;Michael;;
Майко́п;;;;;;;;
Маймані́д;;;;;;Maimonides;;
Майро́ніс;;;;;;Maironis;;
Майсе́й;;;;;;;;
Майхро́віч;;;;;;;;
Макаве́й;;;;;;;;
Макае́д;;;;;;;;
Макаё́нак;;;;;;;;
Мака́р;;;;;;;;
Мака́ртні;;;;;;McCartney;;
Ма́каўе;;;;;;;;
Ма́кбэт;;;;;;Macbeth;;
Макдо́налдс;;;;;;McDonalds;;
Македо́нія;;;;;;;;
Макіявэ́лі;;;;;;Machiavelli;;
Макмі́лін;;;;;;MacMillin;;
Мако́ўскі;;;;;;;;
Макс;;;;;;;;
Максі́м;;;;;;;;
Максімю́к;;;;;;;;
Максу́д;;;;;;;;
Максыміля́н;;;;;;;;
Маку́шнікаў;;;;;;;;
Маладэ́чна;;;;;;;;
Малары́та;;;;;;;;
Малда́вія;;;;;;;;
Малдо́ва;;;;;;;;
Мале́віч;;;;;;;;
Маліно́ўшчына;;;;;;;;
Ма́льбарк;;;;;;Malbork;;
Ма́льдзіс;;;;;;;;
Малье́р;;;;;;Molière;;
Ма́льта;;;;;;;;
Малярмэ́;;;;;;Mallarmé;;
Маля́хія;;;;;;;;
Мамардашві́лі;;;;;;;;
Мамо́ніч;;;;;;;;
Мамо́нька;;;;;;;;
Ма́мэрт;Рэ́ніер Ма́мэрт;;;;;;;
Мана́еў;;;;;;;;
Манама́х;;;;;;;;
Манбля́н;;;;;;Mont Blanc;;
Мангэ́тан;;;;;;Manhattan;;
Манґо́лія;;;;;;;;
Мандэ́ла;;;;;;Mandela;;
Мандэльшта́м;;;;;;;;
Ма́нечка;;;;;;;;
Ма́нізер;;;;;;;;
Манма́ртар;;;-тру;;;Montmartre;;
Манпарна́с;;;;;;Montparnasse;;
Манрэа́ль;;;;;;Montréal;;
Мансэра́т;;;;;;Montserrat;;
Мантэ́нь;;;;;;Montaigne;;
Мантэск’ё́;;;;;;Montesquieu;;
Ма́нфрэд;;;;;;Mannfred;;
Манчжу́рыя;;;;;;;;
Ма́нчэстэр;;;;;;Manchester;;
Манько́ўскі;;;;;;;;
Манэ́;;;;;;Manet, Monet;;
Ма́нэргейм;;;;;;Mannerheim;;
Маню́шка;;;;;;;;
Ма́ня;;;;;;;;
Ма́о;;;;;;Mao;;
Мапаса́н;;;;;;Maupassant;;
Ма́пэт-шо́ў;;;;;;Muppet Show;;
Мара́т;;;;;;;;
Ма́рачкін;;;;;;;;
Марашэ́ўскі;;;;;;;;
Ма́рбурґ;;;;;;Marburg;;
Марґары́та;;;;;;;;
Ма́рґарэт;;;;;;Margaret;;
Марзалю́к;;;;;;;;
Марк;;;;;;;;
Маркаве́ц;;;;;;;;
Ма́ркес;;;;;;Márquez;;
Маркс;;;;;;Marx;;
Марле́н;;;;;;Marlene;;
Марс;;;;;;;;
Марсэ́ль;;;;;;Marseille;;
Марты́н;;;;;;;;
Марфэ́й;;;;;;Morpheus;;
Марцінке́віч;;;;;;;;
Марцінкя́вічус;;;;;;Marcinkevičius;;
Ма́рыенбурґ;;;;;;Marienburg;;
Ма́рыё;;;;;;Mario;;
Мары́ля;;;;;;;;
Мары́на;;;;;;;;
Мары́я;;;;;;;;
Марыя́к;;;;;;Mauriac;;
Марыя́н;;;;;;;;
Ма́рэк;;;;;;;;
Мар’я́н;;;;;;;;
Ма́сарык;;;;;;Masaryk;;
Масква́;;;;;;;;
Маско́вія;;;;;;;;
Маско́ўшчына;;;;;;;;
Маснэ́;;;;;;Massenet;;
Мастаўля́ны;;;;;;;;
Масты́;;;;;;;;
Масха́даў;;;;;;;;
Масьці́шкі;;;;;;;;
Мато́ні;;;;;;Mattoni;;
Матузя́вічус;;;;;;Matuzevičius;;
Матусе́віч;;;;;;;;
Матэ́йка;;;;;;Matejko;;
Ма́ўґлі;;;;;;Mowgli;;
Маўрыта́нія;;;;;;;;
Махачкала́;;;;;;;;
Махна́ч;;;;;;;;
Маце́й;;;;;;;;
Ма́ціяс;;;;;;Matthias;;
Мацке́віч;;;;;;;;
Мацкя́вічус;;;;;;Mackevičius;;
Маця́ш;;;;;;;;
Маша́ра;;;;;;;;
Машэ́ка;;;;;;;;
Машэ́раў;;;;;;;;
Маяко́ўскі;;;;;;;;
Мдзіва́ні;;;;;;;;
Ме́днікі;;;;;;;;
Межала́йціс;;;;;;Mieželaitis;;
Ме́леж;;;;;;;;
Ме́льнікаў;;;;;;;;
Ме́мус;;;;;;;;
Менск;;;;;;;;
Ме́нск-Літо́ўскі;;;;;;;;
Ме́ншчына;;;;;;;;
Меражко́ўскі;;;;;;;;
Месяцасло́ў;;;;;;;;
Мё́ры;;;;;;;;
Мі́гаўка;;;;;;;;
Міда́с;;;;;;Midas;;
Мі́длсэкс;;;;;;Middlesex;;
Мі́длтан;;;;;;Middleton;;
Міжмо́р’е;;;;;;;;
Мікала́й;;;;;;;;
Мікало́юс;;;;;;Mikalojus;;
Мікашэ́вічы;;;;;;;;
Мікеля́нджэла;;;;;;Michelangelo;;
Мікі́та;;;;;;;;
Міко́ла;;;;;;;;
Міла́н;;;;;;Milano;;
Мілара́д;;;;;;Milorad;;
Мі́лаш;Чэ́слаў Мі́лаш;;;;;Milosz;;
Мі́лер;;;;;;Miller;;
Мілінке́віч;;;;;;;;
Міло́шавіч;;;;;;Milošević;;
Мі́лтан;;;;;;Milton;;
Мі́льке;;;;;;Milke;;
Міната́ўр;;;;;;Minotaurus;;
Міндо́ўг;;;;;;;;
Мі́рка;;;;;;;;
Міро́;;;;;;Miró;;
Міро́льд;;;;;;;;
Мітрафа́н;;;;;;;;
Мітэра́н;;;;;;Mitterrand;;
Міхаі́л;;;;;;;;
Міха́л;;;;;;;;
Міха́лішкі;;;;;;;;
Міха́лка;;;;;;;;
Міхало́н;;;;;;;;
Міха́сь;;;;;;;;
Міхаэ́ль;;;;;;Michael;;
Мі́хельсдо́рф;;;;;;Michelsdorf;;
Мі́хнік;;;;;;Michnik;;
Міцке́віч;;;;;;;;
Міцку́ны;;;;;;;;
Міцкя́вічус;;;;;;Mickevič;;
Мішэ́ль;;;;;;Michel(le);;
Мо́йша;;;;;;;;
Мо́латаў-Рыбэнтро́п;;;;;;;;
Мо́нґірд;;;;;;;;
Мо́ніка;;;;;;;;
Мо́нтэ-Ка́рла;;;;;;Monte Carlo;;
Мо́нтэ-Касі́на;;;;;;Monte Cassino;;
Мо́рґан;;;;;;Morgan;;
Мо́рыс;;;;;;Morris;;
Мо́рысан;;;;;;Morrison;;
Мо́таль;;;;;;;;
Мо́ўчадзь;;;;;;;;
Мо́царт;;;;;;Mozart;;
Мо́эм;Самэрсэ́т Мо́эм;;;;;Maugham;;
Мро́жак;;;-жка;;;Mrożek;;
Мрый;;;;;;;;
Мсьці́жы;;;;;;;;
Мсьцісла́вец;;;;;;;;
Мсьці́слаў;;;;;;;;
Мсьцісла́ўшчына;;;;;;;;
Мудзі́шчаў;;;;;;;;
Мудро́ў;;;;;;;;
Муля́він;;;;;;;;
Мураўё́ў-Ве́шальнік;;;;;;;;
Мурлы́ндыя;;;;;;;;
Мусалі́ні;;;;;;Mussolini;;
Муха́мад;;;;;;;;
Мухасра́нск;;;;;;;;
Мэ́ір;Ґо́лда Мэ́ір;;;;;;;
Мэ́йджар;;;;;;Major;;
Мэ́йсан;;;;;;Mason;;
Мэ́кка;;;;;;Mecca;;
Мэ́ксыка;;;;;;;;
Мэ́лвіл;;;;;;Melville;;
Мэ́льбурн;;;;;;;;
Мэльхісэдэ́к;;;;;;;;
Мэн;;;;;;Man;;
Мэндэльсо́н;;;;;;Mendelssohn;;
Мэ́нке;;;;;;;;
Мэ́рдак;;;;;;Murdoch;;
Мэрку́рый;;;;;;;;
Мэрсэдэ́с;;;;;;Mersedes;;
Мэ́рфі;;;;;;Murphy;;
Мэ́ры;;;;;;Mary;;
Мэрылэ́нд;;;;;;Maryland;;
Мэсапата́мія;;;;;;;;
Мэ́хіка;;;;;;Mexico;;
Мэ́цьюз;;;;;;Matthews;;
Мэ́чыяр;;;;;;Mečiar;;
Мю́нхен;;;;;;München;;
Мя́дзел;;;;;;;;
Мядзё́лка;;;;;;;;
Мяле́ці;;;;;;;;
Мяле́шка;;;;;;;;
Мяндо́ўг;;;;;;;;
Мяркі́с;;;;;;Merkys;;
Мярля́к;;;;;;;;
М’я́нма;;;;;;;;
Набаге́з;;;;;;;;
Набо́каў;;;;;;;;
Нава́градак;;;-дку;;;;;
Нава́градчына;;;;;;;;
Навапо́лацак;;;-цку;;;;;
Нава́рыч;;;;;;;;
Наві́нкі;;;;;;;;
Наву́м;;;;;;;;
На́дзя;;;;;;;;
На́дсан;айце́ц Алякса́ндар На́дсан;;;;;;;
Надсо́жжа;;;;;;;;
Назарба́еў;;;;;;;;
Назра́нь;;;;;;;;
Найдзю́к;;;;;;;;
Найро́бі;;;;;;;;
Налі́бакі;;;;;;;;
На́нсэн;;;;;;Nansen;;
Напалео́н;;;;;;Napoléon;;
На́раў;;;;;;;;
На́раўка;;;;;;;;
На́рач;;;;;;;;
На́рбут;;;;;;;;
На́рва;;;;;;;;
Нарвэ́ґія;;;;;;;;
Нарма́ндыя;;;;;;;;
Наро́ўля;;;;;;;;
Нары́льск;;;;;;;;
Насо́віч;;;;;;;;
Насрадзі́н;;;;;;;;
На́ста;;;;;;;;
Наста́ся;;;;;;;;
Настрада́мус;;;;;;Nostradamus;;
Ната́ля;;;;;;;;
Ната́н;;;;;;;;
Наўро́цкі;;;;;;;;
Наўру́з;;;;;;;;
Не́вель;;;;;;;;
Негарэ́лае;;;;;;;;
Не́глюбка;;;;;;;;
Не́жын;;;;;;;;
Незабіто́ўскі;;;;;;;;
Не́краш;;;;;;;;
Не́крыч;;;;;;;;
Не́стар;;;;;;;;
Не́ўдах;;;;;;;;
Нё́ман;;;Нё́мана / Нё́мна;;;;;
Ніґе́рыя;;;;;;;;
Нідэрля́нды;;;;;;;;
Ніжанко́ўская;;;;;;;;
Ніжнява́ртаўск;;;;;;;;
Нікадэ́м;;;;;;;;
Ні́калсан;;;;;;Nicholson;;
Ні́кан;;;;;;;;
Нікіфаро́ўскі;;;;;;;;
Ні́ксан;;;;;;Nixon;;
Ніл;;;;;;Nile;;
Ні́на;;;;;;;;
Нісьцю́к;;;;;;;;
Ні́цшэ;;;;;;Nietzsche;;
Нічы́пар;;;;;;;;
Ніяґа́ра;;;;;;Niagara;;
Но́бэль;;;;;;Nobel;;
Но́васыбі́рск;;;;;;;;
Ной;;;;;;Noe;;
Но́рбэрт;;;;;;Norbert;;
Но́рвід;;;;;;Norwid;;
Но́рман;;;;;;;;
Но́ўгарад;;;;;;;;
Но́ўгарад-Се́верскі;;;;;;;;
Нурсулта́н;;;;;;;;
Нью́тан;;;;;;Newton;;
Нью-Амстэрда́м;;;;;;New Amsterdam;;
Нью-Бра́нсьвік;;;;;;New Brunswick;;
Нью-Гэ́мпшыр;;;;;;New Hampshire;;
Нью-Джэ́рзі;;;;;;New Jersey;;
Нью-Ё́рк;;;;;;New York;;
Нэа́паль;;;;;;Napoli;;
Нэйрадзю́бэль;;;;;;;;
Нэ́льсан;;;;;;Nelson;;
Нэ́ля;;;;;;;;
Нэмэзы́да;;;;;;Nemesis;;
Нэпа́л;;;;;;;;
Нэпту́н;;;;;;;;
Нэро́н;;;;;;Nero;;
Нэфэрці́ці;;;;;;;;
Ню́рнбэрґ;;;;;;Nürnberg;;
Нява́;;;;;;;;
Нявя́жа;;;;;;;;
Някля́еў;;;;;;;;
Някра́саў;;;;;;;;
Някро́шус;;;;;;Nekrošius;;
Няме́ччына;;;;;;;;
Нямі́га;;;;;;;;
Нямі́рыч;;;;;;;;
Нясьві́ж;;;;;;;;
О́дэр;;;;;;Oder;;
О́ксфард;;;;;;;;
О́лбрайт;;;;;;Allbright, Albright;;
О́льбарґ;<i>м.</i> у Даніі;;-ґу, <i>М</i> -ґу;;;Aalborg;;
О́льстар;;;;;;Ulster;;
О́рўэл;;;;;;;;
О́сака;;;;;;Osaka;;
О́свальд;;;;;;;;
О́скар;;;;;;Oscar;;
О́та;;;;;;;;
О’Ні́л;;;;;;O’Neil, O’Neill;;
Паазе́р’е;;;;;;;;
Па́бла;;;;;;Pablo;;
Пабу́жжа;;;;;;;;
Па́вал;;;;;;;;
Па́віч;;;;;;Pavić;;
Паво́лжа;;;;;;;;
Паго́дзін;;;;;;;;
Паго́ня;;;;;;;;
Паґані́ні;;;;;;Paganini;;
Падабе́д;;;;;;;;
Падбро́дзьдзе;;;;;;;;
Падбярэ́скі;;;;;;;;
Падзьві́ньне;;;;;;;;
Падкасьце́льцы;;;;;;;;
Падлу́жны;;;;;;;;
Падля́шша;;;;;;;;
Падмаско́ўе;;;;;;;;
Падняпро́ўе;;;;;;;;
Падо́кшын;;;;;;;;
Падо́льле;;;;;;;;
Падуна́йскі;;;;;;;;
Падуна́ўе;;;;;;;;
Па́дуя;<i>м.</i> у Італіі;;;;;Padova;;
Падчашы́нскі;;;;;;Podczaszyński;;
Падэрэ́ўскі;;;;;;Paderewski;;
Пазалі́ні;;;;;;Pasolini;;
Пазьне́ўскі;;;;;;;;
Пазьня́к;;;;;;;;
Пазьнячы́ха;;;;;;;;
Пакіста́н;;;;;;;;
Пакро́ўскі;;;;;;;;
Пала́нґа;;;;;;Palanga;;
Палата́;;;;;;;;
Палача́ны;;;;;;;;
Пале́рма;;;;;;Palermo;;
Палесты́на;;;;;;;;
Пале́сьсе;;;;;;;;
Пале́цкіс;;;;;;Paleckis;;
Палё́нія;;;;;;;;
Палі́бій;;;;;;Polibius;;
Палімі́р;;;;;;;;
Палі́на;;;;;;;;
Палінэ́зія;;;;;;;;
Па́лмэр;;;;;;Palmer;;
Палубе́нскі;;;;;;;;
Палуя́н;;;;;;;;
Пальмі́ра;;;;;;;;
Палюхо́віч;;;;;;;;
Палямо́н;;;;;;;;
Паля́ччына;;;;;;;;
Па́мва;;;;;;;;
Памі́р;;;;;;;;
Пампіду́;;;;;;Pompidou;;
Пампэ́я;;;;;;;;
Панамаро́ў;;;;;;;;
Панамарэ́нка;;;;;;;;
Пана́ры;;;-раў;;;;;
Пандо́ра;;;;;;;;
Пані́зьнік;;;;;;;;
Панцеляймо́н;;;;;;;;
Па́нчанка;;;;;;;;
Паны́-Ра́да;;;;;;;;
Паняве́ж;;;;;;;;
Панямо́ньне;;;;;;;;
Панято́ўскі;;;;;;;;
Паня́ціч;;;;;;;;
Пао́ла;;;;;;Paolo;;
Па́па;Па́па Ры́мскі;;;;;;;
Папа́нін;;;;;;;;
Папла́ўскі;;;;;;;;
Папялу́шка;;;;;;;;
Параґва́й;;;;;;;;
Парамо́наў;;;;;;;;
Параске́ва;;;;;;;;
Парацэ́льс;;;;;;Paracelsus;;
Па́ркінсан;;;;;;Parkinson;;
Парна́с;;;;;;;;
Партуґа́лія;;;;;;;;
Парфяно́к;;;;;;;;
Пары́ж;<i>стал.</i> Францыі;;;;;Paris;;
Па́сас;;;;;;Passos;;
Паска́ль;;;;;;Pascal;;
Паске́віч;;;;;;;;
Паске́віч-Эрыва́нскі;;;;;;;;
Пасо́жжа;;;;;;;;
Паста́ўшчына;;;;;;;;
Пастэ́р;;;;;;Pasteur;;
Патапо́віч;;;;;;;;
Патара́нскі;;;;;;;;
Пато́цкі;;;;;;;;
Па́трык;;;;;;Patrick;;
Паўлаве́ц;;;;;;;;
Па́ўлаў;;;;;;;;
Па́ўлік;;;;;;;;
Паўлі́на;;;;;;;;
Паўлі́нка;;;;;;;;
Паўло́ўскі;;;;;;;;
Паўль;;;;;;Paul;;
Паўлю́к;;;;;;;;
Паўлюко́ўскі;;;;;;;;
Паўлючу́к;;;Паўлючука́;;;;;
Паўнд;Э́зра Паўнд;;;;;Pound;;
Паўсто́ўскі;;;;;;;;
Пац;;;;;;;;
Паце́й;;;;;;;;
Пацы́фік;;;-ку;;;;;
Пацю́па;;;;;;;;
Пачо́бут;;;;;;;;
Пашке́віч-Цё́тка;;;;;;;;
Пелаге́я;;;;;;;;
Пеляса́;;;;;;;;
Пераясла́ў;;;;;;;;
Перм;;;;;;;;
Пе́рцаў;;;;;;;;
Першазва́ны;;;;;;;;
Пе́страк;;;;;;;;
Петрагра́д;;;;;;;;
Петрапа́ўлаўск;;;;;;;;
Петрася́н;;;;;;;;
Петрашке́віч;;;;;;;;
Петрашу́ны;;;;;;;;
Петрушэ́нка;;;;;;;;
Пе́трык;;;;;;;;
Пе́цька;;;;;;;;
Пецюке́віч;;;;;;;;
Пе́ця;;;;;;;;
Пецярбу́рг;;;-гу;;;;;
Пе́шкаў;;;;;;;;
Пё́тар;;;Пятра́;;;;;
Пё́тра;;;Пё́тры;;;;;
Пігуле́ўскі;;;;;;;;
Пі́за;;;;;;Pisa;;
Пій;;;;;;Pius;;
Пікады́лі;;;;;;Picadilly;;
Піка́рда;;;;;;Picarda;;
Піка́са;;;;;;Picasso;;
Пі́куль;;;;;;;;
Пілі́п;;;;;;;;
Піліпе́нка;;;;;;;;
Пілсу́дзкі;;;;;;;;
Пільня́к;;;;;;;;
Піля́т;;;;;;Pilatus;;
Пі́мен;;;;;;;;
Піначэ́т;;;<i>чый:</i> Піначэ́таў;;;Pinochet;;
піначэ́таўскі;;;;;;Піначэ́т;;
Піні́гін;;;;;;;;
Пі́нск;;;;;;;;
Пі́нчан;;;<i>чый:</i> Пі́нчанаў;;;Pynchon;;
пі́нчанаўскі;;;;;;Пі́нчан;;
Пі́ншчына;;;;;;;;
Пірандэ́ла;;;;;;Pirandello;;
Піранэ́зі;;;;;;Piranesi;;
Пірчу́піс;;;;;;Pirčiupis;;
Пірэнэ́і;;;;;;;;
Піскаро́ў;;;;;;;;
Пісьмянко́ў;;;;;;;;
Піт;;;;;;Pete;;
Пі́тэр;;;;;;Peter;;
Пі́цер;;;;;;;;
Піціры́м;;;;;;;;
Пічэ́та;;;;;;;;
Пішча́лаўскі за́мак;;;;;;;;
Плато́н;Плато́н Галава́ч;;;;;;;
Плашчы́нскі;;;;;;;;
Плескачэ́ўскі;;;;;;;;
Пле́шчаніцы;;;;;;;;
Плі́мут;;;;;;Plymouth;;
